,matches,picks,position,bans,teams,kills,deaths,assists,gold,ten_min_gold,ten_min_lane_opponent_gold,challenges,win
2298,NA1_4256480699,Twitch,BOTTOM,Akshan,red,10,13,18,15071,3769,4717,"{'deathsByEnemyChamps': 13, 'hadAfkTeammate': 0, 'kda': 2.153846153846153, 'laningPhaseGoldExpAdvantage': -0.211890995502471, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.290900775826868, 'visionScoreAdvantageLaneOpponent': 1.7068156003952022}",True
2299,NA1_4256480699,Pyke,UTILITY,Blitzcrank,red,11,7,16,17696,2453,3176,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 3.857142857142857, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.155418562081088, 'visionScoreAdvantageLaneOpponent': 1.265085935592651}",True
2300,NA1_4256440165,Camille,TOP,Blitzcrank,blue,5,5,9,12061,3073,3307,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.8, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.27630206373681204, 'visionScoreAdvantageLaneOpponent': '0'}",True
2301,NA1_4256440165,LeeSin,JUNGLE,Aphelios,blue,10,3,9,14179,4601,3953,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 6.333333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.23258659834796902, 'visionScoreAdvantageLaneOpponent': 1.231783747673034}",True
2302,NA1_4256440165,TwistedFate,MIDDLE,Yuumi,blue,8,2,6,12850,4244,3349,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 7, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.19985120559437602, 'visionScoreAdvantageLaneOpponent': '0'}",True
2303,NA1_4256440165,Jinx,BOTTOM,Kayn,blue,3,5,10,11271,2991,3173,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.6, 'laningPhaseGoldExpAdvantage': -0.014192998409271, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.204929123521764, 'visionScoreAdvantageLaneOpponent': 1.4486026763916011}",True
2304,NA1_4256440165,Zilean,UTILITY,Tryndamere,blue,3,2,19,9286,2584,2703,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 11, 'laningPhaseGoldExpAdvantage': -0.015243232250213002, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.08633100879907701, 'visionScoreAdvantageLaneOpponent': 0.857773125171661}",True
2305,NA1_4256440165,Garen,TOP,Hecarim,red,5,4,2,11172,3307,3073,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.75, 'laningPhaseGoldExpAdvantage': -0.063157498836517, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.19910919134579402, 'visionScoreAdvantageLaneOpponent': 0.811830759048461}",False
2306,NA1_4256440165,Udyr,JUNGLE,Cassiopeia,red,3,4,5,10699,3953,4601,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': -0.04965418577194201, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.15281397591720902, 'visionScoreAdvantageLaneOpponent': 0.7944315671920771}",False
2307,NA1_4256440165,Talon,MIDDLE,Ziggs,red,2,9,3,9571,3349,4244,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.555555555555555, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.158664618849673, 'visionScoreAdvantageLaneOpponent': '0'}",False
2308,NA1_4256440165,Vayne,BOTTOM,Kaisa,red,4,7,3,10100,3173,2991,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.19871251508154703, 'visionScoreAdvantageLaneOpponent': 0.690320432186126}",False
2309,NA1_4256440165,Velkoz,UTILITY,Tryndamere,red,3,5,4,7846,2703,2584,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.4, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.290699698805775, 'visionScoreAdvantageLaneOpponent': 1.165809392929077}",False
2310,NA1_4256366110,Aatrox,TOP,Diana,blue,7,6,5,10672,3687,3108,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.28249538649197103, 'visionScoreAdvantageLaneOpponent': 1.08372414112091}",False
2311,NA1_4256366110,Zac,JUNGLE,Blitzcrank,blue,4,8,8,8999,3168,4225,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.2349414229393, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.175177996466891, 'visionScoreAdvantageLaneOpponent': 0.6542832851409911}",False
2312,NA1_4256366110,Viktor,MIDDLE,Hecarim,blue,4,7,3,9627,3516,3126,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.27885268397067303, 'visionScoreAdvantageLaneOpponent': '0'}",False
2313,NA1_4256366110,Jinx,BOTTOM,Kayn,blue,2,3,6,9253,3839,3483,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 2.666666666666666, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.197240416170319, 'visionScoreAdvantageLaneOpponent': '0'}",False
2314,NA1_4256366110,Shen,UTILITY,Tryndamere,blue,2,4,10,6250,2593,2059,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.06623351690014301, 'visionScoreAdvantageLaneOpponent': '0'}",False
2315,NA1_4256366110,Quinn,TOP,Malphite,red,6,9,11,9397,3108,3687,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 1.888888888888888, 'laningPhaseGoldExpAdvantage': -0.39276570081710804, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.189067839562077, 'visionScoreAdvantageLaneOpponent': 0.92274409532547}",True
2316,NA1_4256366110,Graves,JUNGLE,Renata,red,10,3,10,13482,4225,3168,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 6.666666666666667, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.24789449874875102, 'visionScoreAdvantageLaneOpponent': 1.528389930725097}",True
2317,NA1_4256366110,Ahri,MIDDLE,Samira,red,6,1,10,10537,3126,3516,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 16, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.23631337159015403, 'visionScoreAdvantageLaneOpponent': '0'}",True
2318,NA1_4256366110,Ezreal,BOTTOM,Kindred,red,6,2,11,11897,3483,3839,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 8.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.23350545373525902, 'visionScoreAdvantageLaneOpponent': '0'}",True
2319,NA1_4256366110,FiddleSticks,UTILITY,Zeri,red,0,4,11,6805,2059,2593,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.75, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.09321883636375701, 'visionScoreAdvantageLaneOpponent': '0'}",True
2320,NA1_4256335609,Sett,TOP,Quinn,blue,3,8,1,12613,3168,2863,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.170155565068838, 'visionScoreAdvantageLaneOpponent': '0'}",False
2321,NA1_4256335609,LeeSin,JUNGLE,Samira,blue,11,7,3,13177,4073,3304,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.24549960272434002, 'visionScoreAdvantageLaneOpponent': 1.056813955307006}",False
2322,NA1_4256335609,Galio,MIDDLE,,blue,1,7,6,9473,3215,2950,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.16807306072011702, 'visionScoreAdvantageLaneOpponent': '0'}",False
2323,NA1_4256335609,Twitch,BOTTOM,Morgana,blue,11,8,5,14425,4968,3536,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.31906887109693305, 'visionScoreAdvantageLaneOpponent': 1.314560770988464}",False
2324,NA1_4256335609,Blitzcrank,UTILITY,Anivia,blue,2,10,16,8632,3457,3380,"{'deathsByEnemyChamps': 10, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.09720290038977, 'visionScoreAdvantageLaneOpponent': 0.9217499494552611}",False
2325,NA1_4256335609,Singed,TOP,Lulu,red,6,3,18,13617,2863,3168,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 8, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.162444199575404, 'visionScoreAdvantageLaneOpponent': '0'}",True
2326,NA1_4256335609,Kayn,JUNGLE,Yuumi,red,10,5,15,15899,3304,4073,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 5, 'laningPhaseGoldExpAdvantage': -0.21202021837234403, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.21731730295882, 'visionScoreAdvantageLaneOpponent': 0.9462403655052181}",True
2327,NA1_4256335609,Ahri,MIDDLE,Rengar,red,8,2,18,13139,2950,3215,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 13, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.23020077542157702, 'visionScoreAdvantageLaneOpponent': '0'}",True
2328,NA1_4256335609,Ezreal,BOTTOM,Fiora,red,12,8,11,15312,3536,4968,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 2.875, 'laningPhaseGoldExpAdvantage': -0.276394248008728, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.24892239088790202, 'visionScoreAdvantageLaneOpponent': 0.760710358619689}",True
2329,NA1_4256335609,Senna,UTILITY,Hecarim,red,4,10,25,11920,3380,3457,"{'deathsByEnemyChamps': 10, 'hadAfkTeammate': 0, 'kda': 2.9, 'laningPhaseGoldExpAdvantage': -0.038957297801971005, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.14111533115629402, 'visionScoreAdvantageLaneOpponent': 1.084892868995666}",True
2330,NA1_4256293284,Irelia,TOP,Zed,blue,17,1,5,15398,3851,2728,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 22, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.35789979476351, 'visionScoreAdvantageLaneOpponent': '0'}",True
2331,NA1_4256293284,Hecarim,JUNGLE,Kindred,blue,9,2,10,14740,4315,4036,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 9.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 5, 'teamDamagePercentage': 0.22882943919640603, 'visionScoreAdvantageLaneOpponent': 0.8242716193199151}",True
2332,NA1_4256293284,Neeko,MIDDLE,Qiyana,blue,5,2,8,10484,3466,2905,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 6.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.17535065782289802, 'visionScoreAdvantageLaneOpponent': '0'}",True
2333,NA1_4256293284,Tristana,BOTTOM,Ahri,blue,1,7,2,9042,3331,4133,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.42857142857142805, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.070871699004142, 'visionScoreAdvantageLaneOpponent': '0'}",True
2334,NA1_4256293284,Senna,UTILITY,Tryndamere,blue,6,3,10,9515,3046,2402,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 5.333333333333333, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.167048409213042, 'visionScoreAdvantageLaneOpponent': '0'}",True
2335,NA1_4256293284,Darius,TOP,Quinn,red,0,13,1,7470,2728,3851,"{'deathsByEnemyChamps': 13, 'hadAfkTeammate': 0, 'kda': 0.07692307692307601, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.16920035578949702, 'visionScoreAdvantageLaneOpponent': '0'}",False
2336,NA1_4256293284,Ryze,MIDDLE,Poppy,red,0,8,4,8013,2905,3466,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.180437387601931, 'visionScoreAdvantageLaneOpponent': '0'}",False
2337,NA1_4256293284,LeeSin,JUNGLE,Tryndamere,red,7,5,0,10321,4036,4315,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.4, 'laningPhaseGoldExpAdvantage': -0.25016117095947205, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.24008186156548902, 'visionScoreAdvantageLaneOpponent': 1.213192343711853}",False
2338,NA1_4256293284,Jhin,BOTTOM,Zeri,red,6,4,2,11659,4133,3331,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.19068196456762102, 'visionScoreAdvantageLaneOpponent': '0'}",False
2339,NA1_4256293284,Maokai,UTILITY,Diana,red,1,8,7,6365,2402,3046,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.21959843047546102, 'visionScoreAdvantageLaneOpponent': '0'}",False
2340,NA1_4256229663,Gwen,TOP,Hecarim,blue,1,7,2,7039,3022,3462,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.42857142857142805, 'laningPhaseGoldExpAdvantage': -0.22902286052703802, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.16780249520513602, 'visionScoreAdvantageLaneOpponent': 1.394716739654541}",False
2341,NA1_4256229663,Shaco,JUNGLE,Ekko,blue,3,6,4,7737,3554,3688,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.166666666666666, 'laningPhaseGoldExpAdvantage': -0.23933690786361603, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.181651942060528, 'visionScoreAdvantageLaneOpponent': 0.585124850273132}",False
2342,NA1_4256229663,Cassiopeia,MIDDLE,Qiyana,blue,0,9,1,6961,3048,3242,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.11111111111111101, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.21014040983598, 'visionScoreAdvantageLaneOpponent': '0'}",False
2343,NA1_4256229663,Xayah,BOTTOM,Renata,blue,4,3,3,10678,3896,2790,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 2.333333333333333, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.34592101154951804, 'visionScoreAdvantageLaneOpponent': '0'}",False
2344,NA1_4256229663,Soraka,UTILITY,Zed,blue,2,2,5,6653,2924,2286,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 3.5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.09448414134883501, 'visionScoreAdvantageLaneOpponent': '0'}",False
2345,NA1_4256229663,Darius,TOP,Hecarim,red,6,2,5,11353,3462,3022,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 5.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.23255491313702, 'visionScoreAdvantageLaneOpponent': 0.7169914245605461}",True
2346,NA1_4256229663,Graves,JUNGLE,Jinx,red,9,0,11,11495,3688,3554,"{'deathsByEnemyChamps': 0, 'hadAfkTeammate': 0, 'kda': 20, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.249626402074642, 'visionScoreAdvantageLaneOpponent': 1.709036827087402}",True
2347,NA1_4256229663,Viktor,MIDDLE,Pyke,red,3,2,9,11604,3242,3048,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 6, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.21734772888696802, 'visionScoreAdvantageLaneOpponent': '0'}",True
2348,NA1_4256229663,Seraphine,BOTTOM,Gangplank,red,9,1,7,11592,2790,3896,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 16, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.23424841186831802, 'visionScoreAdvantageLaneOpponent': '0'}",True
2349,NA1_4256229663,Janna,UTILITY,,red,0,5,17,6818,2286,2924,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 3.4, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.066222544033049, 'visionScoreAdvantageLaneOpponent': '0'}",True
2350,NA1_4256227110,Darius,TOP,Hecarim,blue,2,4,1,6060,3332,3063,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 0.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.214414886222822, 'visionScoreAdvantageLaneOpponent': 1.083153486251831}",False
2351,NA1_4256227110,Shyvana,JUNGLE,Ahri,blue,2,3,2,5543,3336,4379,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.333333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.131985435259477, 'visionScoreAdvantageLaneOpponent': 1.948225855827331}",False
2352,NA1_4256227110,Rumble,MIDDLE,Riven,blue,2,5,0,4854,3400,3954,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 0.4, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.22684133302412102, 'visionScoreAdvantageLaneOpponent': 1.2204228639602661}",False
2353,NA1_4256227110,Samira,BOTTOM,Karma,blue,3,5,0,5136,3533,3650,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 0.6000000000000001, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.24829182879585002, 'visionScoreAdvantageLaneOpponent': 1.77591598033905}",False
2354,NA1_4256227110,Galio,UTILITY,Malphite,blue,0,5,3,3431,2380,2658,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 0.6000000000000001, 'laningPhaseGoldExpAdvantage': -0.28529965877532903, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.178466516697727, 'visionScoreAdvantageLaneOpponent': 2.796283483505249}",False
2355,NA1_4256227110,Jax,TOP,Diana,red,1,3,3,5231,3063,3332,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 1.333333333333333, 'laningPhaseGoldExpAdvantage': -0.24055135250091503, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.17916837526148402, 'visionScoreAdvantageLaneOpponent': 0.9232302308082581}",True
2356,NA1_4256227110,Zed,JUNGLE,Vladimir,red,8,0,6,7924,4379,3336,"{'deathsByEnemyChamps': 0, 'hadAfkTeammate': 0, 'kda': 14, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.24396681660346503, 'visionScoreAdvantageLaneOpponent': 2.359941959381103}",True
2357,NA1_4256227110,Veigar,MIDDLE,Zeri,red,8,2,0,7442,3954,3400,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 4, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.31884334112219903, 'visionScoreAdvantageLaneOpponent': 1.9118150472640991}",True
2358,NA1_4256227110,Vayne,BOTTOM,Tryndamere,red,4,1,5,7442,3650,3533,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 9, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.19127828523083001, 'visionScoreAdvantageLaneOpponent': 1.434407830238342}",True
2359,NA1_4256227110,Rell,UTILITY,Kassadin,red,1,3,12,4636,2658,2380,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 4.333333333333333, 'laningPhaseGoldExpAdvantage': -0.301722764968872, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.06674318178202, 'visionScoreAdvantageLaneOpponent': 4.357445240020752}",True
2360,NA1_4256242109,Riven,TOP,Yasuo,blue,6,1,6,13783,3545,2421,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 12, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.171033140220218, 'visionScoreAdvantageLaneOpponent': '0'}",True
2361,NA1_4256242109,Khazix,JUNGLE,Hecarim,blue,8,2,10,15203,3170,3756,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 9, 'laningPhaseGoldExpAdvantage': -0.09249293804168701, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.211682803724092, 'visionScoreAdvantageLaneOpponent': 0.825547277927398}",True
2362,NA1_4256242109,Akshan,MIDDLE,Tryndamere,blue,6,4,14,13476,3411,3167,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 5, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.22938617107150702, 'visionScoreAdvantageLaneOpponent': '0'}",True
2363,NA1_4256242109,Xerath,BOTTOM,Yuumi,blue,21,7,7,16746,3560,3945,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 4, 'laningPhaseGoldExpAdvantage': -0.083463788032531, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.34227618063021004, 'visionScoreAdvantageLaneOpponent': 1.21726107597351}",True
2364,NA1_4256242109,Janna,UTILITY,Vayne,blue,0,4,26,9446,2479,2610,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 6.5, 'laningPhaseGoldExpAdvantage': -0.074048697948455, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.045621704353970005, 'visionScoreAdvantageLaneOpponent': 1.180668234825134}",True
2365,NA1_4256242109,Aatrox,TOP,Hecarim,red,1,8,2,9795,2421,3545,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.375, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.14349013195599702, 'visionScoreAdvantageLaneOpponent': '0'}",False
2366,NA1_4256242109,Diana,JUNGLE,Irelia,red,4,10,2,11198,3756,3170,"{'deathsByEnemyChamps': 10, 'hadAfkTeammate': 0, 'kda': 0.6000000000000001, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.17150317981162902, 'visionScoreAdvantageLaneOpponent': 1.211317658424377}",False
2367,NA1_4256242109,Zed,MIDDLE,Ekko,red,9,8,2,13497,3167,3411,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1.375, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.359727488320402, 'visionScoreAdvantageLaneOpponent': '0'}",False
2368,NA1_4256242109,Xayah,BOTTOM,Ashe,red,3,8,3,13745,3945,3560,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.185726976069292, 'visionScoreAdvantageLaneOpponent': 0.8215164542198181}",False
2369,NA1_4256242109,Sona,UTILITY,Kaisa,red,1,7,9,7897,2610,2479,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1.428571428571428, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.13955222384267701, 'visionScoreAdvantageLaneOpponent': 0.8469780087471}",False
2370,NA1_4256197669,Irelia,TOP,Zeri,blue,3,9,4,10881,4166,3206,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 0.777777777777777, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.18007931905770003, 'visionScoreAdvantageLaneOpponent': '0'}",True
2371,NA1_4256197669,Lillia,JUNGLE,Hecarim,blue,12,1,11,14918,4430,4377,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 23, 'laningPhaseGoldExpAdvantage': -0.042987465858459, 'maxLevelLeadLaneOpponent': 4, 'teamDamagePercentage': 0.331185962228979, 'visionScoreAdvantageLaneOpponent': 0.7071905732154841}",True
