,matches,picks,position,bans,teams,kills,deaths,assists,gold,ten_min_gold,ten_min_lane_opponent_gold,challenges,win
0,NA1_4256558228,Volibear,TOP,Zed,blue,8,6,10,13583,4837,2706,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 3, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.22687485254078002, 'visionScoreAdvantageLaneOpponent': 1.53428316116333}",False
1,NA1_4256558228,Hecarim,JUNGLE,Blitzcrank,blue,5,9,13,12150,4138,4241,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': -0.020553708076477002, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.180792041210475, 'visionScoreAdvantageLaneOpponent': 0.528596520423889}",False
2,NA1_4256558228,Vex,MIDDLE,Fiora,blue,5,5,2,9590,2936,3103,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.4, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.16280231422055302, 'visionScoreAdvantageLaneOpponent': 1.024097323417663}",False
3,NA1_4256558228,Ezreal,BOTTOM,Veigar,blue,8,3,10,12879,3615,3432,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 6, 'laningPhaseGoldExpAdvantage': -0.09838330745697, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.37085456788112203, 'visionScoreAdvantageLaneOpponent': 1.147077679634094}",False
4,NA1_4256558228,Sona,UTILITY,Viego,blue,1,4,17,7314,2436,2542,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 4.5, 'laningPhaseGoldExpAdvantage': -0.09656298160552901, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.058676224147067, 'visionScoreAdvantageLaneOpponent': 1.757589936256408}",False
5,NA1_4256558228,Garen,TOP,Pyke,red,6,6,5,14130,2706,4837,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.833333333333333, 'laningPhaseGoldExpAdvantage': -0.25462234020233104, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.16231757702927502, 'visionScoreAdvantageLaneOpponent': 0.6517701745033261}",True
6,NA1_4256558228,Kindred,JUNGLE,Kayn,red,11,9,10,13558,4241,4138,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 2.333333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.315609704735881, 'visionScoreAdvantageLaneOpponent': 1.891802072525024}",True
7,NA1_4256558228,Ahri,MIDDLE,Xerath,red,5,3,11,10470,3103,2936,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 5.333333333333333, 'laningPhaseGoldExpAdvantage': -0.013007223606109002, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.16431930095357, 'visionScoreAdvantageLaneOpponent': 0.976469695568084}",True
8,NA1_4256558228,Aphelios,BOTTOM,Fiora,red,5,6,5,13681,3432,3615,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.22385836559803002, 'visionScoreAdvantageLaneOpponent': 0.871780574321746}",True
9,NA1_4256558228,Yuumi,UTILITY,Akshan,red,0,3,19,7925,2542,2436,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 6.333333333333333, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.133895051683242, 'visionScoreAdvantageLaneOpponent': 0.568960964679718}",True
10,NA1_4256521763,Gnar,TOP,Darius,blue,7,9,7,11380,3106,3436,"{'deathsByEnemyChamps': 9, 'hadAfkTeammate': 0, 'kda': 1.555555555555555, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.270570690985319, 'visionScoreAdvantageLaneOpponent': 0.37624439597129805}",False
11,NA1_4256521763,Amumu,JUNGLE,Leona,blue,3,5,6,8399,3001,3611,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': -0.292125165462493, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.09636429318910501, 'visionScoreAdvantageLaneOpponent': 1.113595843315124}",False
12,NA1_4256521763,Ahri,MIDDLE,Karthus,blue,12,4,9,13924,4741,2660,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 5.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.30150022278682004, 'visionScoreAdvantageLaneOpponent': 2.744671106338501}",False
13,NA1_4256521763,Ezreal,BOTTOM,Yasuo,blue,4,8,8,11101,3378,4418,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.36272925138473505, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.28420836886628403, 'visionScoreAdvantageLaneOpponent': 0.48961132764816206}",False
14,NA1_4256521763,Janna,UTILITY,Blitzcrank,blue,2,5,12,7123,2569,2976,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.8, 'laningPhaseGoldExpAdvantage': -0.052147865295410004, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.047356424172470005, 'visionScoreAdvantageLaneOpponent': 0.8926294445991511}",False
15,NA1_4256521763,Vayne,TOP,Fizz,red,6,7,3,12180,3436,3106,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1.2857142857142851, 'laningPhaseGoldExpAdvantage': -0.211424767971038, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.21830962826837302, 'visionScoreAdvantageLaneOpponent': 2.6578469276428223}",True
16,NA1_4256521763,Graves,JUNGLE,Yuumi,red,5,4,8,12922,3611,3001,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 4, 'teamDamagePercentage': 0.205037744671546, 'visionScoreAdvantageLaneOpponent': 0.8979918360710141}",True
17,NA1_4256521763,Swain,MIDDLE,Blitzcrank,red,5,8,6,9848,2660,4741,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1.375, 'laningPhaseGoldExpAdvantage': -0.42882871627807606, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.173000802832828, 'visionScoreAdvantageLaneOpponent': 0.364342391490936}",True
18,NA1_4256521763,Jhin,BOTTOM,Kaisa,red,14,4,7,16810,4418,3378,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 5.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.260442049957996, 'visionScoreAdvantageLaneOpponent': 2.042436361312866}",True
19,NA1_4256521763,Karma,UTILITY,Hecarim,red,1,5,13,8116,2976,2569,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2.8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.14320977426925402, 'visionScoreAdvantageLaneOpponent': 1.120285630226135}",True
20,NA1_4256514241,Quinn,TOP,Nautilus,blue,7,4,2,9211,3665,3976,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.24601460494255403, 'visionScoreAdvantageLaneOpponent': 0.9150944352149961}",True
21,NA1_4256514241,Ekko,JUNGLE,Viego,blue,8,1,8,10630,4146,3334,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 16, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.216296452935151, 'visionScoreAdvantageLaneOpponent': 1.542771458625793}",True
22,NA1_4256514241,Vladimir,MIDDLE,Kindred,blue,7,2,8,10147,3930,2540,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 7.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.255592422224032, 'visionScoreAdvantageLaneOpponent': 1.721929669380188}",True
23,NA1_4256514241,Zeri,BOTTOM,Cassiopeia,blue,8,4,6,10242,4340,3812,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.18586974816239302, 'visionScoreAdvantageLaneOpponent': 1.828968167304992}",True
24,NA1_4256514241,Yuumi,UTILITY,Tryndamere,blue,1,2,14,6433,2734,2408,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 7.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.09622677173586801, 'visionScoreAdvantageLaneOpponent': 0.9772228002548211}",True
25,NA1_4256514241,Irelia,TOP,Diana,red,4,6,2,9232,3976,3665,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': -0.153854966163635, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.22919089533258202, 'visionScoreAdvantageLaneOpponent': 1.092783451080322}",False
26,NA1_4256514241,Taliyah,JUNGLE,Hecarim,red,4,8,5,7403,3334,4146,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 1.125, 'laningPhaseGoldExpAdvantage': -0.154338479042053, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.36622208849610405, 'visionScoreAdvantageLaneOpponent': 0.648184120655059}",False
27,NA1_4256514241,Annie,MIDDLE,Riven,red,1,6,2,5287,2540,3930,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.31929069757461503, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.187882968944439, 'visionScoreAdvantageLaneOpponent': 0.580743789672851}",False
28,NA1_4256514241,Kaisa,BOTTOM,Qiyana,red,3,7,3,7842,3812,4340,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.8571428571428571, 'laningPhaseGoldExpAdvantage': -0.18291026353836, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.150093174923694, 'visionScoreAdvantageLaneOpponent': 0.5467563867568971}",False
29,NA1_4256514241,Lulu,UTILITY,Morgana,red,1,4,5,4534,2408,2734,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.168041408061981, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.06661087230317901, 'visionScoreAdvantageLaneOpponent': 1.023308157920837}",False
30,NA1_4256429613,Yone,TOP,Cassiopeia,blue,7,2,4,11599,3792,3051,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 5.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.20279615402738602, 'visionScoreAdvantageLaneOpponent': 0.969156861305236}",True
31,NA1_4256429613,Graves,JUNGLE,Twitch,blue,8,4,5,10277,4210,3496,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.25, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.31931571206340303, 'visionScoreAdvantageLaneOpponent': 0.8376837968826291}",True
32,NA1_4256429613,Malzahar,MIDDLE,Kaisa,blue,6,5,3,9811,3502,2721,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.22789874114434602, 'visionScoreAdvantageLaneOpponent': 0.983525097370147}",True
33,NA1_4256429613,Jhin,BOTTOM,Kassadin,blue,4,3,7,9999,3985,3188,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 3.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.16627216884164903, 'visionScoreAdvantageLaneOpponent': 3.751379489898681}",True
34,NA1_4256429613,Yuumi,UTILITY,Blitzcrank,blue,0,2,12,5825,2546,1997,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 6, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.08371722392321401, 'visionScoreAdvantageLaneOpponent': 0.8501897454261781}",True
35,NA1_4256429613,Riven,TOP,Kayn,red,2,7,3,7013,3051,3792,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.7142857142857141, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.21232811641134403, 'visionScoreAdvantageLaneOpponent': '0'}",False
36,NA1_4256429613,Volibear,JUNGLE,Ekko,red,4,5,6,7885,3496,4210,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': -0.323731184005737, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.19984036288224702, 'visionScoreAdvantageLaneOpponent': 1.031824707984924}",False
37,NA1_4256429613,Anivia,MIDDLE,Viktor,red,6,4,2,9072,2721,3502,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2, 'laningPhaseGoldExpAdvantage': -0.048486113548278004, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.20177101150206603, 'visionScoreAdvantageLaneOpponent': 1.016750812530517}",False
38,NA1_4256429613,Lucian,BOTTOM,Shaco,red,2,4,5,7298,3188,3985,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.75, 'laningPhaseGoldExpAdvantage': -0.180185854434967, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.216690816893988, 'visionScoreAdvantageLaneOpponent': 0.26656860113143904}",False
39,NA1_4256429613,Maokai,UTILITY,Hecarim,red,2,5,7,5851,1997,2546,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': -0.01156997680664, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.169369692310353, 'visionScoreAdvantageLaneOpponent': 1.176208019256591}",False
40,NA1_4256251965,Akali,TOP,Gwen,blue,3,6,2,8777,3082,3636,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.833333333333333, 'laningPhaseGoldExpAdvantage': -0.166988015174865, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.284981717382713, 'visionScoreAdvantageLaneOpponent': 0.732882142066955}",False
41,NA1_4256251965,Udyr,JUNGLE,Zac,blue,3,4,3,8065,2848,4168,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.5, 'laningPhaseGoldExpAdvantage': -0.31619018316268904, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.163846969661279, 'visionScoreAdvantageLaneOpponent': 0.7615675330162041}",False
42,NA1_4256251965,Leblanc,MIDDLE,Blitzcrank,blue,7,2,0,9909,3157,4035,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 3.5, 'laningPhaseGoldExpAdvantage': -0.09575843811035101, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.270601680579158, 'visionScoreAdvantageLaneOpponent': 1.41145658493042}",False
43,NA1_4256251965,Ashe,BOTTOM,Lulu,blue,0,5,8,7927,2855,3172,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.6, 'laningPhaseGoldExpAdvantage': -0.09460455179214401, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.18248230092194, 'visionScoreAdvantageLaneOpponent': 1.090829730033874}",False
44,NA1_4256251965,Yuumi,UTILITY,Veigar,blue,0,3,8,5706,2277,2281,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 2.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.09808733145490901, 'visionScoreAdvantageLaneOpponent': 0.7440385222434991}",False
45,NA1_4256251965,Sion,TOP,Irelia,red,3,2,5,11984,3636,3082,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 4, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.25445440912665, 'visionScoreAdvantageLaneOpponent': 1.364475846290588}",True
46,NA1_4256251965,Hecarim,JUNGLE,Samira,red,8,3,7,12601,4168,2848,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.258119616227142, 'visionScoreAdvantageLaneOpponent': 1.31308114528656}",True
47,NA1_4256251965,Kaisa,MIDDLE,Ekko,red,4,2,7,10277,4035,3157,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 5.5, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.267432569908652, 'visionScoreAdvantageLaneOpponent': 0.7084879875183101}",True
48,NA1_4256251965,Zeri,BOTTOM,Corki,red,2,4,9,10331,3172,2855,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.16831145964446, 'visionScoreAdvantageLaneOpponent': 0.91673332452774}",True
49,NA1_4256251965,Sona,UTILITY,Twitch,red,3,2,8,7242,2281,2277,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 5.5, 'laningPhaseGoldExpAdvantage': -0.018889844417572, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.051681945093094005, 'visionScoreAdvantageLaneOpponent': 1.344016432762146}",True
50,NA1_4255875722,Gragas,TOP,Blitzcrank,blue,5,4,2,9490,2538,3254,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 1.75, 'laningPhaseGoldExpAdvantage': -0.275771856307983, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.176458582906688, 'visionScoreAdvantageLaneOpponent': 1.109028935432434}",True
51,NA1_4255875722,Lillia,JUNGLE,Aatrox,blue,2,2,13,11091,3357,3677,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 7.5, 'laningPhaseGoldExpAdvantage': -0.017110228538513, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.132644683262425, 'visionScoreAdvantageLaneOpponent': 0.8592230081558221}",True
52,NA1_4255875722,TwistedFate,MIDDLE,Kayn,blue,4,4,6,10862,3533,3904,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.5, 'laningPhaseGoldExpAdvantage': -0.28130990266799905, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.089864542098556, 'visionScoreAdvantageLaneOpponent': 0.9028599262237541}",True
53,NA1_4255875722,Tristana,BOTTOM,Akshan,blue,20,4,5,14733,3100,3049,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 6.25, 'laningPhaseGoldExpAdvantage': -0.018040895462036, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.529188237582489, 'visionScoreAdvantageLaneOpponent': 0.9241122603416441}",True
54,NA1_4255875722,Yuumi,UTILITY,Ekko,blue,2,1,25,8762,2491,2952,"{'deathsByEnemyChamps': 1, 'hadAfkTeammate': 0, 'kda': 27, 'laningPhaseGoldExpAdvantage': -0.13904732465744002, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.071843954149839, 'visionScoreAdvantageLaneOpponent': 0.7352361083030701}",True
55,NA1_4255875722,Gwen,TOP,Evelynn,red,1,7,3,8168,3254,2538,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 0.5714285714285711, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.26392608989729405, 'visionScoreAdvantageLaneOpponent': 0.9016897082328791}",False
56,NA1_4255875722,Viego,JUNGLE,Hecarim,red,2,5,3,8842,3677,3357,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.15262709553307602, 'visionScoreAdvantageLaneOpponent': 1.16384220123291}",False
57,NA1_4255875722,Fizz,MIDDLE,Diana,red,9,5,0,12863,3904,3533,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.333005479055384, 'visionScoreAdvantageLaneOpponent': 1.10759150981903}",False
58,NA1_4255875722,Twitch,BOTTOM,Nidalee,red,1,8,4,8627,3049,3100,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.625, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.13763050090234202, 'visionScoreAdvantageLaneOpponent': 1.082119703292846}",False
59,NA1_4255875722,Seraphine,UTILITY,Qiyana,red,2,8,4,6838,2952,2491,"{'deathsByEnemyChamps': 8, 'hadAfkTeammate': 0, 'kda': 0.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 2, 'teamDamagePercentage': 0.11281083461190201, 'visionScoreAdvantageLaneOpponent': 1.36010730266571}",False
60,NA1_4255902652,Nasus,TOP,Blitzcrank,blue,3,3,5,9933,4095,2576,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 2.666666666666666, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.143282511419372, 'visionScoreAdvantageLaneOpponent': 1.859538197517395}",True
61,NA1_4255902652,Kindred,JUNGLE,Kassadin,blue,14,2,2,11209,4418,4130,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 0, 'kda': 8, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 3, 'teamDamagePercentage': 0.28943260054485503, 'visionScoreAdvantageLaneOpponent': 2.411445379257202}",True
62,NA1_4255902652,Sylas,MIDDLE,Ekko,blue,1,3,8,5842,2782,3592,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 3, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.18454176693735203, 'visionScoreAdvantageLaneOpponent': 1.77584433555603}",True
63,NA1_4255902652,Varus,BOTTOM,Zed,blue,10,3,4,10648,4558,3792,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 0, 'kda': 4.666666666666667, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.282884574589556, 'visionScoreAdvantageLaneOpponent': 1.834633588790893}",True
64,NA1_4255902652,Lulu,UTILITY,Teemo,blue,1,4,14,6718,3061,2483,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 3.75, 'laningPhaseGoldExpAdvantage': 0, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.09985854650886201, 'visionScoreAdvantageLaneOpponent': 3.015814304351806}",True
65,NA1_4255902652,Malphite,TOP,Draven,red,0,6,3,4718,2576,4095,"{'deathsByEnemyChamps': 6, 'hadAfkTeammate': 0, 'kda': 0.5, 'laningPhaseGoldExpAdvantage': -0.525977611541748, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.186521839175879, 'visionScoreAdvantageLaneOpponent': 0.414689034223556}",False
66,NA1_4255902652,Hecarim,JUNGLE,Gwen,red,4,4,6,6575,4130,4418,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 0, 'kda': 2.5, 'laningPhaseGoldExpAdvantage': -0.300475776195526, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.185188678320191, 'visionScoreAdvantageLaneOpponent': 0.626037061214447}",False
67,NA1_4255902652,Azir,MIDDLE,Akali,red,4,7,3,6612,3592,2782,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1, 'laningPhaseGoldExpAdvantage': -0.34096646308898904, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.21904069921685201, 'visionScoreAdvantageLaneOpponent': 0.15410771965980502}",False
68,NA1_4255902652,Jinx,BOTTOM,Ahri,red,6,5,3,9036,3792,4558,"{'deathsByEnemyChamps': 5, 'hadAfkTeammate': 0, 'kda': 1.8, 'laningPhaseGoldExpAdvantage': -0.078077018260955, 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.32057907354519305, 'visionScoreAdvantageLaneOpponent': 0.5377679467201231}",False
69,NA1_4255902652,Braum,UTILITY,Zeri,red,1,7,10,5508,2483,3061,"{'deathsByEnemyChamps': 7, 'hadAfkTeammate': 0, 'kda': 1.5714285714285712, 'laningPhaseGoldExpAdvantage': -0.423038363456726, 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.08866970974188301, 'visionScoreAdvantageLaneOpponent': 1.2879582643508911}",False
70,NA1_4255861870,Jayce,TOP,Kassadin,blue,0,4,0,4803,3248,4334,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 1, 'kda': 0, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.32662469068183403, 'visionScoreAdvantageLaneOpponent': '0'}",False
71,NA1_4255861870,MasterYi,JUNGLE,Graves,blue,3,3,1,4888,3046,4319,"{'deathsByEnemyChamps': 3, 'hadAfkTeammate': 1, 'kda': 1.333333333333333, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': 1, 'teamDamagePercentage': 0.13100044389454102, 'visionScoreAdvantageLaneOpponent': 0.658796668052673}",False
72,NA1_4255861870,Katarina,MIDDLE,Blitzcrank,blue,0,2,0,2765,2315,4303,"{'deathsByEnemyChamps': 2, 'hadAfkTeammate': 1, 'kda': 0, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': 0, 'teamDamagePercentage': 0.082613787303894, 'visionScoreAdvantageLaneOpponent': 0.16974952816963101}",False
73,NA1_4255861870,Caitlyn,BOTTOM,Irelia,blue,3,4,5,6542,4227,3796,"{'deathsByEnemyChamps': 4, 'hadAfkTeammate': 1, 'kda': 2, 'laningPhaseGoldExpAdvantage': '0', 'maxLevelLeadLaneOpponent': '0', 'teamDamagePercentage': 0.251735599633349, 'visionScoreAdvantageLaneOpponent': '0'}",False
